lat,long,temp,temp_std,clouds,clouds_std
-80,-170,11.551639344262412,3.9663114754098343,53.60330601092898,37.81013661202185
-80,-160,11.551639344262412,3.9663114754098343,53.60330601092898,37.81013661202185
-80,-150,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-80,-140,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-80,-130,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-80,-120,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-80,-110,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-80,-100,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-80,-90,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-80,-80,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-80,-70,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-80,-60,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-80,-50,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-80,-40,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-80,-30,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-80,-20,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-80,-10,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-80,0,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-80,10,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-80,20,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-80,30,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-80,40,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-80,50,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-80,60,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-80,70,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-80,80,11.551639344262412,3.9663114754098343,53.60330601092898,37.81013661202185
-80,90,11.551639344262412,3.9663114754098343,53.60330601092898,37.81013661202185
-80,100,11.551639344262412,3.9663114754098343,53.60330601092898,37.81013661202185
-80,110,11.551639344262412,3.9663114754098343,53.60330601092898,37.81013661202185
-80,120,11.551639344262412,3.9663114754098343,53.60330601092898,37.81013661202185
-80,130,11.551639344262412,3.9663114754098343,53.60330601092898,37.81013661202185
-80,140,11.551639344262412,3.9663114754098343,53.60330601092898,37.81013661202185
-80,150,11.551639344262412,3.9663114754098343,53.60330601092898,37.81013661202185
-80,160,11.551639344262412,3.9663114754098343,53.60330601092898,37.81013661202185
-80,170,11.551639344262412,3.9663114754098343,53.60330601092898,37.81013661202185
-70,-170,11.551639344262412,3.9663114754098343,53.60330601092898,37.81013661202185
-70,-160,11.551639344262412,3.9663114754098343,53.60330601092898,37.81013661202185
-70,-150,11.551639344262412,3.9663114754098343,53.60330601092898,37.81013661202185
-70,-140,11.551639344262412,3.9663114754098343,53.60330601092898,37.81013661202185
-70,-130,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-70,-120,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-70,-110,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-70,-100,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-70,-90,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-70,-80,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-70,-70,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-70,-60,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-70,-50,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-70,-40,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-70,-30,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-70,-20,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-70,-10,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-70,0,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-70,10,18.36407103825121,3.409890710382512,31.373934426229525,34.111775956284156
-70,20,17.450846994535652,3.748032786885245,39.76609289617484,36.151912568305995
-70,30,19.201338797814515,3.417786885245902,34.91213114754098,35.24989071038251
-70,40,19.201338797814515,3.417786885245902,34.91213114754098,35.24989071038251
-70,50,19.201338797814515,3.417786885245902,34.91213114754098,35.24989071038251
-70,60,19.201338797814515,3.417786885245902,34.91213114754098,35.24989071038251
-70,70,19.201338797814515,3.417786885245902,34.91213114754098,35.24989071038251
-70,80,19.96251366120225,4.619617486338798,25.723278688524573,31.265081967213106
-70,90,19.96251366120225,4.619617486338798,25.723278688524573,31.265081967213106
-70,100,19.96251366120225,4.619617486338798,25.723278688524573,31.265081967213106
-70,110,15.72188524590149,4.1869398907103825,59.42352459016396,34.65601092896173
-70,120,11.551639344262412,3.9663114754098343,53.60330601092898,37.81013661202185
-70,130,11.551639344262412,3.9663114754098343,53.60330601092898,37.81013661202185
-70,140,11.551639344262412,3.9663114754098343,53.60330601092898,37.81013661202185
-70,150,11.551639344262412,3.9663114754098343,53.60330601092898,37.81013661202185
-70,160,11.551639344262412,3.9663114754098343,53.60330601092898,37.81013661202185
-70,170,11.551639344262412,3.9663114754098343,53.60330601092898,37.81013661202185
-60,-170,11.551639344262412,3.9663114754098343,53.60330601092898,37.81013661202185
-60,-160,11.551639344262412,3.9663114754098343,53.60330601092898,37.81013661202185
-60,-150,11.551639344262412,3.9663114754098343,53.60330601092898,37.81013661202185
-60,-140,11.551639344262412,3.9663114754098343,53.60330601092898,37.81013661202185
-60,-130,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-60,-120,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
-60,-110,7.576502732240385,2.9566939890710366,48.74603825136614,32.37524590163938
